title,author,image,download_link,pages,publisher,year,language,file,Price,Used_Price,Condition
"Theory of Structures: Fundamentals, Framed Structures, Plates and Shells",Peter Marti,https://covers.zlibcdn2.com/covers100/books/6e/7a/e1/6e7ae1e3eb7227bb435be24d8c9b6de1.jpg,https://1lib.in/dl/2156596/793479,677.0,,2013.0,english,"PDF, 13.55 MB",891.6,518.09,Good
Tensors: The Mathematics of Relativity Theory and Continuum Mechanics,Anadi Jiban Das,https://covers.zlibcdn2.com/covers100/books/99/9c/cf/999ccf4a32f534c2a6672d3738c9d301.jpg,https://1lib.in/dl/443722/de47de,300.0,Springer,2007.0,english,"PDF, 2.56 MB",908.51,717.65,Like New
Theory of Elastic Stability,Stephen P. Timoshenko,https://covers.zlibcdn2.com/covers100/books/fb/86/3b/fb863bacdd3d7b8285063a6272ed666b.jpg,https://1lib.in/dl/868201/8f8b9f,280.0,Dover Publications,2009.0,english,"PDF, 24.77 MB",629.62,420.15,Very Good
Theory Of Machine And Mechanisms Si Edition solution manual,Gordon R. Pennock & Joseph E. Shigley John J. Uicker,https://covers.zlibcdn2.com/covers100/books/1d/69/10/1d69107b8ed5a3e22641aa10d4e3ea90.jpg,https://1lib.in/dl/3409527/5a9ca0,526.0,Oxford University Press,2014.0,english,"PDF, 18.72 MB",743.39,449.14,Very Good
Strength of Materials: A Unified Theory,Surya Patnaik,https://covers.zlibcdn2.com/covers100/books/51/b2/3e/51b23ee45cf268424ca2c707d3a45294.jpg,https://1lib.in/dl/438512/86691c,774.0,Butterworth-Heinemann,2003.0,english,"PDF, 4.33 MB",646.35,435.73,Very Good
"Measurement and Instrumentation, Second Edition: Theory and Application",Alan S Morris,https://covers.zlibcdn2.com/covers100/books/2b/92/8f/2b928f3d85fc1031e4c0fadc66d8e530.jpg,https://1lib.in/dl/2716186/56f2fa,,Academic Press,2015.0,english,"PDF, 29.46 MB",945.24,512.09,Good
Introduction to thermodynamics and kinetic theory of matter,Anatoly I. Burshtein,https://covers.zlibcdn2.com/covers100/books/42/1c/e3/421ce3bdbb6535c153f82a1b48294b00.jpg,https://1lib.in/dl/538546/210631,347.0,Wiley-VCH,2005.0,english,"PDF, 14.56 MB",849.32,537.8,Very Good
Computational Chemistry: Introduction to the Theory and Applications of Molecular and Quantum Mechanics,Errol G. Lewars (auth.),https://covers.zlibcdn2.com/covers100/books/1e/22/7f/1e227f8875887c1ad1c81939381a4f46.jpg,https://1lib.in/dl/2802713/c943bc,739.0,Springer International Publishing,2016.0,english,"PDF, 13.78 MB",732.36,503.77,Very Good
"Stability of Structures: Elastic, Inelastic, Fracture and Damage Theories  ",Zdenek P Bazant,https://covers.zlibcdn2.com/covers100/books/22/81/1e/22811e17a4754c72f4f936f2babd6f6b.jpg,https://1lib.in/dl/1169173/702cc6,1039.0,World Scientific Publishing Company,2010.0,english,"PDF, 16.86 MB",625.42,404.44,Very Good
"Elasticity. Theory, Applications, and Numerics",Martin H. Sadd (Auth.),https://covers.zlibcdn2.com/covers100/books/52/20/d9/5220d98d1a9248d328b772006d9f87d2.gif,https://1lib.in/dl/2317093/0c1d30,600.0,Academic Press,2014.0,english,"PDF, 14.67 MB",724.39,449.51,Very Good
Theory and Analysis of Elastic Plates and Shells,J. N. Reddy,https://covers.zlibcdn2.com/covers100/books/74/05/36/740536358b041b2f2922db43e099b111.jpg,https://1lib.in/dl/2533634/3f3760,568.0,CRC Press,2006.0,english,"PDF, 4.66 MB",730.07,582.71,Like New
Theory of Lift: Introductory Computational Aerodynamics in MATLAB®/OCTAVE,G. D. McBain(auth.),https://covers.zlibcdn2.com/covers100/books/c7/4a/47/c74a472c117597c527aede905a5cf99e.jpg,https://1lib.in/dl/2156595/c369a2,325.0,,2012.0,english,"PDF, 4.17 MB",891.84,681.45,Like New
"Fundamentals of Robotic Mechanical Systems: Theory, Methods, and Algorithms",Jorge Angeles (auth.),https://covers.zlibcdn2.com/covers100/books/9d/0e/ae/9d0eaebfb2ef0815e5fea7954235b291.jpg,https://1lib.in/dl/2300817/d71578,589.0,Springer International Publishing,2014.0,english,"PDF, 9.45 MB",855.02,587.42,Very Good
Advanced mechanics of composite materials and structures,Morozov,https://covers.zlibcdn2.com/covers100/books/92/7d/0d/927d0df8fd4ded66b4d80bc2dad78f66.jpg,https://1lib.in/dl/4985211/de770d,884.0,Elsevier Science,2018.0,english,"PDF, 8.99 MB",954.89,640.55,Very Good
"Spectral Theory and Quantum Mechanics: Mathematical Foundations of Quantum Theories, Symmetries and Introduction to the Algebraic Formulation",Valter Moretti,https://covers.zlibcdn2.com/covers100/books/8e/af/90/8eaf90e82d791b87b180acfcb475ffa6.jpg,https://1lib.in/dl/3417792/fc38ea,950.0,Springer,2018.0,english,"PDF, 9.49 MB",788.89,541.33,Very Good
Theory of elasticity,Timoshenko S.P.,https://covers.zlibcdn2.com/covers100/books/1c/87/69/1c8769608e82ecd3297a70f96f821ce1.jpg,https://1lib.in/dl/449519/94fb24,519.0,MGH,1951.0,english,"DJVU, 4.67 MB",647.84,363.05,Good
Theory and Problems of Theoretical Mechanics (Schaum's Outline),Murray R. Spiegel,https://covers.zlibcdn2.com/covers100/books/f1/91/e3/f191e38e767e190b80802593703ed96f.jpg,https://1lib.in/dl/669762/f64beb,368.0,"McGraw-Hill Inc.,US",1977.0,english,"PDF, 15.58 MB",885.3,547.59,Very Good
Strength of Materials. Elementary Theory and Problems,Timoshenko S.P.,https://covers.zlibcdn2.com/covers100/books/28/7c/e0/287ce060f99a41624ba194dbadf70732.jpg,https://1lib.in/dl/438522/35bfbd,373.0,,1948.0,english,"DJVU, 3.13 MB",904.31,462.86,Good
"Python for Probability, Statistics, and Machine Learning",José Unpingco,https://covers.zlibcdn2.com/covers100/books/e8/44/41/e844412dcaceb5a9bf29267fa244e908.jpg,https://1lib.in/dl/2742020/4641bb,,Springer International Publishing,2016.0,english,"PDF, 7.14 MB",824.51,529.88,Very Good
Probability and Statistics: A Course for Physicists and Engineers,Arak M. Mathai,https://covers.zlibcdn2.com/covers100/books/f0/88/be/f088bec0274051c2cc1d0be7f161eb76.jpg,https://1lib.in/dl/3657835/033074,605.0,De Gruyter,2018.0,english,"PDF, 7.76 MB",908.39,602.18,Very Good
"Bayesian Statistics The Fun Way: Understanding Statistics And Probability With Star Wars, LEGO, And Rubber Ducks",Will Kurt,https://covers.zlibcdn2.com/covers100/books/5f/60/69/5f6069c42f31f62fe2aee3d3a3fa0940.jpg,https://1lib.in/dl/5065937/182072,211.0,No Starch Press,2019.0,english,"PDF, 6.27 MB",797.52,453.25,Good
"Python for Probability, Statistics, and Machine Learning",José Unpingco,https://covers.zlibcdn2.com/covers100/books/a7/f0/eb/a7f0ebbfdd3512067ba41e4cd3efd008.jpg,https://1lib.in/dl/5210867/ae04ef,395.0,Springer,2019.0,english,"PDF, 11.11 MB",809.09,638.54,Like New
Schaum's Outline of Probability and Statistics,John Schiller,https://covers.zlibcdn2.com/covers100/books/3a/82/af/3a82af800a6acc1326f2f838f3973803.jpg,https://1lib.in/dl/1264321/b06ad6,432.0,McGraw-Hill,2008.0,english,"PDF, 9.00 MB",771.02,595.87,Like New
Applied Statistics and Probability for Engineers,Douglas C. Montgomery,https://covers.zlibcdn2.com/covers100/books/57/ca/36/57ca3651c10165f7b64ff0dadf4d4f10.jpg,https://1lib.in/dl/3684942/5c72de,710.0,Wiley,2018.0,english,"PDF, 19.97 MB",610.17,437.27,Like New
Probability and statistics by example. Basic probability and statistics,Suhov Y.,https://covers.zlibcdn2.com/covers100/books/14/86/60/14866067ee1914a00affabbd19f5dfc5.jpg,https://1lib.in/dl/448283/55164d,373.0,CUP,2005.0,english,"PDF, 1.58 MB",643.16,424.5,Very Good
"Cluster Analysis, Fifth Edition (Wiley Series in Probability and Statistics)  ",Brian S. Everitt,https://covers.zlibcdn2.com/covers100/books/df/8e/6d/df8e6d3796e9b013dad63c8edf67fc5f.jpg,https://1lib.in/dl/1215983/72e53c,348.0,Wiley,2011.0,english,"PDF, 2.79 MB",612.57,466.16,Like New
"Statistics 101: From Data Analysis and Predictive Modeling to Measuring Distribution and Determining Probability, Your Essential Guide to Statistics (Adams 101)",David Borman,https://covers.zlibcdn2.com/covers100/books/05/d9/bb/05d9bb901b71832f429b66d1f4b44e96.jpg,https://1lib.in/dl/5207540/d3ab74,,,,english,"EPUB, 20.36 MB",854.56,460.78,Good
"Analysis of Financial Time Series, Third Edition (Wiley Series in Probability and Statistics)",Ruey S. Tsay,https://covers.zlibcdn2.com/covers100/books/9f/99/b8/9f99b80c7b2dedd477f463dc5323f3b6.jpg,https://1lib.in/dl/943788/cedcda,714.0,John Wiley & Sons,2010.0,english,"PDF, 6.91 MB",725.74,534.98,Like New
Probability and Statistical Inference (9th Edition),Robert V. Hogg,https://covers.zlibcdn2.com/covers100/books/c7/e2/30/c7e230599cc99d163217d70d3f30165a.jpg,https://1lib.in/dl/3337024/57ba40,557.0,Pearson,2014.0,english,"PDF, 4.42 MB",803.43,431.8,Good
Probability and statistics for data science : math + R + data,Matloff,https://covers.zlibcdn2.com/covers100/books/5c/44/04/5c44048a985c8e40f2ba008c6af7dfb1.jpg,https://1lib.in/dl/5394150/11e678,412.0,CRC Press,2020.0,english,"PDF, 6.32 MB",963.03,710.97,Like New
Statistics and Probability for Engineering Applications with Microsoft Excel,William DeCoursey William DeCoursey  Ph.D.  is a chemical engineer who has taught statistics and probability to engineering students for over 15 years at the University of Saskatchewan.,https://covers.zlibcdn2.com/covers100/books/13/12/51/131251ce7f237b118fb41269e445d2d3.jpg,https://1lib.in/dl/487476/b397c5,416.0,Newnes,2003.0,english,"PDF, 2.77 MB",699.72,407.75,Good
Introduction to Probability and Statistics for Engineers and Scientists,Sheldon M. Ross,https://covers.zlibcdn2.com/covers100/books/ec/de/78/ecde78b0e7223cfd2ebd25fda3670d61.jpg,https://1lib.in/dl/2463109/a28735,730.0,Academic Press,2014.0,english,"PDF, 7.52 MB",764.15,583.14,Like New
Probability and Statistics for Engineering and the Sciences,Jay L. Devore,https://covers.zlibcdn2.com/covers100/books/84/bd/19/84bd19f1a4c85c1a2c5bd9969d31a984.jpg,https://1lib.in/dl/2820497/d04729,794.0,,,english,"PDF, 15.04 MB",902.22,706.63,Like New
Introduction To Probability: Models And Applications,N. Balakrishnan,https://covers.zlibcdn2.com/covers100/books/b2/94/f7/b294f7cf3dd7198a86345d3454bd83a8.jpg,https://1lib.in/dl/5333365/511968,617.0,Wiley-Blackwell,2020.0,english,"PDF, 12.14 MB",691.52,376.63,Good
Probability and Statistics for Engineers and Scientists (9th Edition)  ,Ronald E. Walpole,https://covers.zlibcdn2.com/covers100/books/09/c6/71/09c6713daa3bf89644499a5eb315d12e.jpg,https://1lib.in/dl/1162914/a61f85,812.0,Prentice Hall,2011.0,english,"PDF, 5.76 MB",630.79,402.95,Very Good
"Probability and Random Processes, Third Edition",Geoffrey R. Grimmett,https://covers.zlibcdn2.com/covers100/books/a0/89/d4/a089d4d3395cdf95555111152e114f2a.jpg,https://1lib.in/dl/942893/25147c,608.0,"Oxford University Press, USA",2001.0,english,"PDF, 12.64 MB",715.9,568.64,Like New
Probability and Statistics,Morris H. Degroot,https://covers.zlibcdn2.com/covers100/books/2f/81/ed/2f81edbe38b3854f91f028a4b2be7e52.jpg,https://1lib.in/dl/3606887/0e5f0a,911.0,Addison-Wesley,2012.0,english,"PDF, 9.67 MB",664.49,428.61,Very Good
Probability for Statistics and Machine Learning: Fundamentals and Advanced Topics,Anirban DasGupta (auth.),https://covers.zlibcdn2.com/covers100/books/48/62/57/486257b880f2c5c86ff04c7dc3436e24.jpg,https://1lib.in/dl/1125546/5f68c7,784.0,Springer-Verlag New York,2011.0,english,"PDF, 5.17 MB",971.88,737.72,Like New
Hydrology and water resource management : breakthroughs in research and practice,Information Resources Management Association,https://covers.zlibcdn2.com/covers100/books/56/bd/41/56bd41bd695ea9ae6116bd16a868ae09.jpg,https://1lib.in/dl/5409407/f788a2,443.0,IGI Global/Engineering Science Reference,2018.0,english,"EPUB, 27.86 MB",923.25,624.69,Very Good
Curve Number Hydrology: State of the Practice,Environmental and Water Resources Instit,https://covers.zlibcdn2.com/covers100/books/e2/c0/16/e2c0165fad5dd3867b1e0a0d694e8d9b.jpg,https://1lib.in/dl/2316642/07549e,116.0,American Society of Civil Engineers,2009.0,english,"PDF, 1.09 MB",853.36,522.77,Very Good
Irrigation and Drainage Engineering,Peter Waller,https://covers.zlibcdn2.com/covers100/books/cb/3c/9a/cb3c9a6b2d6bf5f50202e890c08cce29.jpg,https://1lib.in/dl/2621468/6feafb,742.0,Springer,2015.0,english,"PDF, 59.90 MB",948.58,555.62,Good
Canal Automation for Irrigation Systems (ASCE Manuals and Reports on Engineering Practice (MOP)131),Task Committee on Recent Advances in Canal Automation of the Irrigation Delivery and Drainage Systems Committee of the Irrigation and Drainage Council of the Environmental and Water Resources Institute of ASCE,https://covers.zlibcdn2.com/covers100/books/b8/76/78/b876785e93d55b8ff7e82d7214b0ebcc.jpg,https://1lib.in/dl/2609214/b3fd43,280.0,American Society of Civil Engineers,2014.0,english,"PDF, 4.93 MB",921.47,516.91,Good
Irrigation and drainage engineering,Waller,https://covers.zlibcdn2.com/covers100/books/91/45/f3/9145f37a1016463ed4cd172b03047509.jpg,https://1lib.in/dl/2714517/a33839,742.0,Springer,2016.0,english,"PDF, 58.01 MB",674.63,491.49,Like New
Irrigation and Drainage Engineering,Peter Waller & Muluneh Yitayew,https://covers.zlibcdn2.com/covers100/books/41/20/f3/4120f3547f9c31d7f7978b6dff3d49ee.jpg,https://1lib.in/dl/5471630/772c7b,,Springer,2016.0,english,"EPUB, 52.98 MB",957.02,589.49,Very Good
Irrigation and Drainage Engineering,Peter Waller,https://covers.zlibcdn2.com/covers100/books/5e/d3/12/5ed312567c66dd19822f7d2e14aa1ef5.jpg,https://1lib.in/dl/5551267/3ecc3d,742.0,Springer,2015.0,english,"PDF, 53.55 MB",815.74,532.99,Very Good
"Handbook of farm, dairy, and food machinery engineering",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/6e/9d/0c/6e9d0c235707a3ca362e87ed160f803f.jpg,https://1lib.in/dl/2173640/cf15db,735.0,Academic Press,2013.0,english,"PDF, 26.61 MB",922.98,597.81,Very Good
"Handbook of farm, dairy, and food machinery  ",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/92/b0/84/92b084752ae22785e7dc3bb4d9f0153b.jpg,https://1lib.in/dl/1196921/366c85,752.0,William Andrew,2007.0,english,"PDF, 9.97 MB",958.44,645.21,Very Good
"Handbook of farm, dairy, and food machinery",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/f7/43/49/f74349bd05a5eabf4272a407ffcd4937.jpg,https://1lib.in/dl/601837/43811b,768.0,William Andrew Pub,2007.0,english,"PDF, 13.74 MB",727.2,552.43,Like New
"Handbook of farm, dairy and food machinery engineering",Kutz,https://covers.zlibcdn2.com/covers100/books/11/e2/5a/11e25aa54543543d60e12fcc9d76e69a.jpg,https://1lib.in/dl/5409167/646bba,,Academic Press,2019.0,english,"PDF, 23.82 MB",644.02,511.49,Like New
Handbook of Farm Dairy and Food Machinery,Myer Kutz,https://covers.zlibcdn2.com/covers100/books/d7/58/42/d75842c8c0851e33c872382cae8d3eac.jpg,https://1lib.in/dl/601954/993764,732.0,Springer,2010.0,english,"ZIP, 14.75 MB",691.17,430.1,Very Good
"Handbook of Farm, Dairy and Food Machinery Engineering 3rd Edition 2019",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/4b/89/98/4b899863bdb3a6347aa23f626125e811.jpg,https://1lib.in/dl/5427613/db7d0c,,,,english,"PDF, 10.66 MB",770.84,576.79,Like New
"Handbook of farm, dairy, and food machinery",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/7e/71/86/7e718654eaa32b86f14ca764fdd83486.jpg,https://1lib.in/dl/601838/fc36be,768.0,William Andrew Pub,2007.0,english,"PDF, 13.74 MB",927.21,676.27,Like New
"Handbook of Farm, Dairy, and Food Machinery",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/dc/ef/f7/dceff729458dc40266fe5b9d13a44d2b.jpg,https://1lib.in/dl/697902/380e73,756.0,William Andrew,2008.0,english,"RAR, 10.72 MB",944.29,634.62,Very Good
An analysis of changes in the degree of concentration in the iron and steel and farm machinery and equiptment industries,McNichols,https://covers.zlibcdn2.com/covers100/books/5e/bc/cb/5ebccb3b0c138835b052741092b27cf9.jpg,https://1lib.in/dl/5356996/02b845,,,,english,"PDF, 22.20 MB",602.78,474.28,Like New
"Piezoelectric energy harvesting : methods, progress, and challenges",Ilyas,https://covers.zlibcdn2.com/covers100/books/8f/74/c8/8f74c8a2f4a228a0e5c2b8860de6a477.jpg,https://1lib.in/dl/3581225/bd74da,58.0,Momentum Press Engineering,2018.0,english,"PDF, 5.52 MB",804.3,450.52,Good
Innovative materials and systems for energy harvesting applications,Losito,https://covers.zlibcdn2.com/covers100/books/bf/33/87/bf3387bae86ff581a0585786e3213d34.jpg,https://1lib.in/dl/2714015/8231ff,496.0,"Engineering Science Reference, IGI Global",2015.0,english,"PDF, 56.39 MB",766.96,408.62,Good
Unnatural harvest: how genetic engineering is altering our food,Boyens,https://covers.zlibcdn2.com/covers100/books/4e/6d/2e/4e6d2e0950e56084db0ed4619e00be7d.jpg,https://1lib.in/dl/5917086/f20582,288.0,Doubleday Canada,2000.0,english,"EPUB, 3.65 MB",688.84,520.89,Like New
Quality of Ground Water - Guidelines for Selection and Application of Frequently Used Models,Committee on Ground Water Quality of the Environmental Engineering Division of the American Society,https://covers.zlibcdn2.com/covers100/books/d5/ce/e8/d5cee826045e38dfb7507601537108f1.gif,https://1lib.in/dl/2353519/4776ce,170.0,American Society of Civil Engineers (ASCE),1996.0,english,"PDF, 8.27 MB",647.95,409.34,Very Good
Water Pollution: Environmental Impact Assessment of Recycled Wastes on Surface and Ground Waters; Engineering Modeling and Sustainability,Charles J. Werth (auth.),https://covers.zlibcdn2.com/covers100/books/64/c0/bb/64c0bbf00f3d86128621b97e65f8f72b.jpg,https://1lib.in/dl/2245002/fce402,239.0,Springer-Verlag Berlin Heidelberg,2005.0,english,"PDF, 3.71 MB",735.05,554.29,Like New
Standard guidelines for artificial recharge of ground water,American Society of Civil Engineers,https://covers.zlibcdn2.com/covers100/books/19/40/a7/1940a74c182583032b8b515dc40bfe1a.jpg,https://1lib.in/dl/2697306/e1c93d,106.0,American Society of Civil Engineers,2001.0,english,"PDF, 1.09 MB",977.16,750.39,Like New
Quality of Ground Water: Guidelines for Selection and Application of Frequently Used Models,American Society of Civil Engineers,https://covers.zlibcdn2.com/covers100/books/aa/3a/f3/aa3af389e67ccc0f67f1bffc9c68f54c.jpg,https://1lib.in/dl/2316674/92683f,194.0,Amer Society of Civil Engineers,1996.0,english,"PDF, 9.26 MB",729.28,378.3,Good
"Solar Engineering of Thermal Processes, Photovoltaics and Wind",John A. Duffie,https://covers.zlibcdn2.com/covers100/books/f4/d5/15/f4d5158074731861920fd2b8569fbf47.jpg,https://1lib.in/dl/5457232/4aa2c1,920.0,Wiley VCH,2020.0,english,"PDF, 24.34 MB",807.52,617.78,Like New
Wind and Solar Based Energy Systems for Communities,Rupp Carriveau,https://covers.zlibcdn2.com/covers100/books/55/30/22/553022a60103754f6644739646003f71.jpg,https://1lib.in/dl/3513966/55d485,328.0,The Institution of Engineering and Technology,2018.0,english,"PDF, 20.37 MB",881.21,559.12,Very Good
Solar Engineering Of Thermal Processes: Photovoltaics And Wind,John A. Duffie,https://covers.zlibcdn2.com/covers100/books/db/9f/7c/db9f7c23624b2cd00974d4de63a219b0.jpg,https://1lib.in/dl/5411789/eed66b,919.0,John Wiley & Sons,2020.0,english,"PDF, 25.24 MB",745.45,486.88,Very Good
"Solar Engineering of Thermal Processes, Photovoltaics and Wind",John A. Duffie,https://covers.zlibcdn2.com/covers100/books/47/08/9e/47089ebadaec285e8b6d352c37f5b1d4.png,https://1lib.in/dl/5412168/c85d0f,928.0,John Wiley & Sons,2020.0,english,"PDF, 23.77 MB",988.71,680.21,Very Good
"Geoinformation: Remote Sensing, Photogrammetry and Geographic Information Systems",Konecny,https://covers.zlibcdn2.com/covers100/books/b5/4b/a1/b54ba1c1b26709a70c7fe8d866dc5bbe.jpg,https://1lib.in/dl/2533278/43f4a1,472.0,CRC Press,2014.0,english,"PDF, 19.49 MB",984.98,766.23,Like New
"Learning Geospatial Analysis with Python, 2nd Edition: An effective guide to geographic information systems and remote sensing analysis using Python 3",Joel Lawhead,https://covers.zlibcdn2.com/covers100/books/31/34/59/3134595cd0eb722403a2bb96eaea6612.jpg,https://1lib.in/dl/2736983/fef1c9,394.0,Packt Publishing,2015.0,english,"PDF, 13.08 MB",700.71,354.37,Good
Textbook of Remote Sensing and Geographical Information Systems  ,Reddy,https://covers.zlibcdn2.com/covers100/books/18/20/b4/1820b42f5ceb91750b86fb5159f34048.jpg,https://1lib.in/dl/1166576/b638a0,476.0,,,english,"PDF, 31.50 MB",798.9,513.74,Very Good
Handbook on Advances in Remote Sensing and Geographic Information Systems: Paradigms and Applications in Forest Landscape Modeling,Margarita N. Favorskaya,https://covers.zlibcdn2.com/covers100/books/7b/9f/7d/7b9f7d8467fbcabdedf757ebc6071600.jpg,https://1lib.in/dl/2919857/6c2aad,,Springer International Publishing,2017.0,english,"PDF, 9.45 MB",720.35,508.8,Like New
"Geoinformation: Remote Sensing, Photogrammetry and Geographical Information Systems",Gottfried Konecny,https://covers.zlibcdn2.com/covers100/books/eb/f3/da/ebf3da096d7b2304975dbb1cefa56d5c.jpg,https://1lib.in/dl/601723/b6dc6a,266.0,CRC Press,2003.0,english,"PDF, 10.28 MB",713.94,511.76,Like New
Environmental Modelling with GIS and Remote Sensing (Geographic Information Systems Workshop),Andrew Skidmore,https://covers.zlibcdn2.com/covers100/books/99/e7/55/99e7552cc413724ee80478d55d7bf943.jpg,https://1lib.in/dl/736274/c5f5ba,275.0,CRC Press,2002.0,english,"PDF, 12.02 MB",614.75,435.1,Like New
Learning Geospatial Analysis with Python: An effective guide to geographic information system and remote sensing analysis using Python 3,Lawhead J.,https://covers.zlibcdn2.com/covers100/books/d0/87/17/d087177758ae885f35e449408d6b036f.jpg,https://1lib.in/dl/3095682/047c91,,,,english,"PDF, 12.36 MB",843.83,455.95,Good
Textbook of remote sensing and geographical information systems,Reddy M.A.,https://covers.zlibcdn2.com/covers100/books/35/50/37/3550371948fe534b7b792e66a25e8f5d.jpg,https://1lib.in/dl/1023513/4f8417,476.0,BS,2008.0,english,"DJVU, 7.26 MB",801.07,472.49,Good
Remote Sensing and Geographical Information Systems for Resource Management in Developing Countries,A. C. Bird (auth.),https://covers.zlibcdn2.com/covers100/books/98/d8/7d/98d87d896afb30535c9c12ef41d9ab56.jpg,https://1lib.in/dl/2139723/11be26,502.0,Springer Netherlands,1991.0,english,"PDF, 20.49 MB",620.59,377.08,Very Good
Remote Sensing and Geographical Information Systems in Epidemiology,S.I. Hay,https://covers.zlibcdn2.com/covers100/books/da/b4/fe/dab4fe8bc4130dfbe71d5d0282252cee.gif,https://1lib.in/dl/2211656/1c281d,1.0,"Academic Press,  Elsevier",2000.0,,"PDF, 31.45 MB",711.46,527.43,Like New
Handbook on Advances in Remote Sensing and Geographic Information Systems: Paradigms and Applications in Forest Landscape Modeling,Margarita N. Favorskaya,https://covers.zlibcdn2.com/covers100/books/4e/c0/14/4ec014cc24a55f594c72f57416ca2f6d.jpg,https://1lib.in/dl/5424402/99962b,415.0,Springer,2017.0,english,"EPUB, 8.11 MB",963.31,562.21,Good
Learning geospatial analysis with Python : an effective guide to geographic information system and remote sensing analysis using Python 3,Joel Lawhead,https://covers.zlibcdn2.com/covers100/books/55/30/26/55302654f3538528f2b10d889f527056.jpg,https://1lib.in/dl/5412993/0e57fb,367.0,Packt Publishing,2015.0,english,"EPUB, 24.09 MB",695.82,391.89,Good
